GeneName	SW480_T0_Rep1_TPM	SW480_T0_Rep2_TPM	SW480_T24_Rep1_TPM	SW480_T24_Rep2_TPM	SW480_T48_Rep1_TPM	SW480_T48_Rep2_TPM	SW480_T72_Rep1_TPM	SW480_T72_Rep2_TPM
ADSL	91.14	94.14	88.16	89.92	77.66	84.78	65.74	44.94
ADTRP	0	0	0	0	0	0.07	0	0
AEBP1	0.16	0.4	0.2	0.19	0.29	0.45	0.38	0.22
AEBP2	15.66	15.02	13.98	13.1	14.36	14.35	14.82	12.63
AEN	42.97	45.48	35.27	34.17	39.45	38.27	34.4	26.59
AFAP1	3.26	3.85	3.38	2.72	3.86	3.85	4.97	4.18
AFAP1L1	0.59	0.32	0.39	0.33	0.3	0.32	0.21	0.49
AFAP1L2	60.65	63.81	63.01	61.3	65.7	65.18	40.18	30.88
AFDN	34.79	33.93	31.81	30.55	36.96	36.87	43.99	31.38
AFF1	2.82	3.84	4.26	4.04	3.73	4.04	6.86	6.77
AFF2	0	0.01	0.03	0.03	0.03	0.02	0.01	0.01
AFF3	0.7	0.71	0.4	0.63	0.89	0.41	0.72	0.4
AFF4	13	11.5	12.52	12.06	12.2	13.08	13.18	15.07
AFG3L2	55.01	54.66	48.21	49.81	49.4	52.84	40.06	31.05
AFM	0	0	0	0	0	0.03	0	0
AFMID	63.57	67.57	53.48	55.41	57.29	55.1	48.86	40.95
AFP	0.03	0	0	0	0	0	0	0
AFTPH	19.6	21.44	19.54	21.59	23.11	23.3	21.62	15.39
AGA	7.15	10.1	6.8	7	9.17	8.11	8.3	6.09
AGAP1	23.53	22.28	19.95	18.56	17.22	18.34	14.69	12.36
AGAP2	0.16	0.19	0.25	0.13	0.09	0.5	0.15	0.16
AGAP3	25.16	23.77	26.57	22.15	21.44	22.4	22.22	19.84
AGAP4	6.41	5.32	7.08	6	3.53	3.38	5.98	5.46
AGAP5	3.46	3.93	3.38	3.18	3.57	3.95	4.36	2.94
AGAP6	8.37	9.26	7.97	8.13	5.85	5.74	6.6	5.72
AGAP9	2.82	2.29	2.55	2.5	1.82	2	2.55	2.03
AGBL1	0	0	0	0.01	0.02	0.02	0	0
AGBL2	0.7	0.95	0.79	0.71	1.28	1.52	1.64	1.55
AGBL3	1.06	1.1	1.25	1.06	0.95	1.14	0.78	1.06
AGBL4	0	0.04	0.03	0.02	0.03	0.09	0.08	0
AGBL5	26.02	22.75	25.17	24.3	23.94	24.41	28.59	23.54
AGER	4.01	3.95	3.32	3.59	2.64	2.62	4.43	4.22
AGFG1	23.18	25.8	22.92	23.44	27.01	28.75	24.05	20.49
AGFG2	12.6	9.34	8.44	9.14	10.42	12.06	12.48	12.32
AGGF1	10.14	10.86	10.38	10.79	12.63	11.99	12.03	9.22
AGK	32.36	32.01	29.32	30.52	35.49	33.41	29.98	24.37
AGL	9.59	9.76	7.52	8.55	8.82	9.16	6.81	5.96
AGMAT	10.29	10	10.98	11.69	12.4	14.91	14.25	10.56
AGMO	10.59	9.5	9.71	8.82	14.07	14.05	21.21	13.42
AGO1	12.63	12.92	10.89	10.43	9.95	9.12	6.17	5.44
AGO2	25.91	23.33	22.1	20.53	22.57	18.86	27.59	23.26
AGO3	10.45	9.89	10.41	9.34	10.2	9.42	11.05	8.98
AGO4	3.2	3.72	3.37	3.92	3.66	4.13	4.78	4.55
AGPAT1	30.9	30.5	32.64	29.81	32.92	32.87	31.94	25.94
AGPAT2	45.5	49.65	48.99	47.88	45.48	47.94	29.68	23.49
AGPAT3	24.21	24.66	23.85	23.04	25.06	27.66	25.39	18.75
AGPAT4	1.88	1.79	0.98	1.43	1.56	1.52	1.69	1.51
AGPAT5	31.07	35.18	25.38	26.36	28.71	29.38	25.85	19.25
AGPS	33.38	34.77	32.63	31.75	34.69	37.17	32	23.39
AGR2	0.09	0	0	0.05	0.11	0.14	1.26	0.87
AGR3	0	0	0	0.18	0	0.21	0.86	0.23
AGRN	55.16	55.75	52.17	49.21	41.88	45.67	58.29	47.51
AGRP	0	0.07	0.2	0.09	0	0.17	0.3	0
AGT	0.19	0.15	0.32	0.24	0.2	0.12	0.22	0.21
AGTPBP1	2.39	2.35	2.14	2.43	2.22	2.41	2.82	1.67
AGTR1	0	0	0.06	0	0	0.04	0	0
AGTR2	0.02	0.02	0	0	0	0.02	0.02	0
AGTRAP	17.18	19.62	18.91	18.73	18.55	18.39	18.82	15.72
AGXT	0.1	0.04	0.06	0.17	0.19	0.03	0.14	0.07
AGXT2	0	0	0	0	0	0	0	0
AHCTF1	39.88	44.08	36.67	35.11	32.87	33.83	32.09	25.41
AHCY	276.9	280.55	270.21	255.41	286.6	280.48	289.38	214.49
AHCYL1	35.88	36.21	34.66	34.03	34.33	35.68	32.58	25.75
AHCYL2	5.81	6.28	7.01	6.23	6.92	7.04	8.21	6.71
AHDC1	2.19	2.19	1.75	1.66	1.86	1.68	2.16	2.61
AHI1	13.08	11.51	10.31	10.76	11.25	11.27	17.02	13.51
AHNAK	7.08	6.47	6.07	5.57	8.12	7.26	8.28	7.73
AHNAK2	1.01	0.81	1.53	1.1	1.09	1.65	1.49	0.7
AHR	20.89	20.68	19.01	18.4	25.58	25.79	27.64	24.32
AHRR	22.89	25.55	20.57	19.41	17.9	17.83	14.13	9.65
AHSA1	158.46	141.99	137.2	126.51	152.71	158.76	175.22	119.43
AHSG	0	0	0.06	0.04	0.1	0.08	0.07	0
AHSP	0	0	0	0	0	0.44	0	0
AICDA	0	0	0	0	0	0.07	0.07	0.04
AIDA	25.21	29.92	28.23	27.32	29.05	29.1	27.62	24.12
AIF1	0	0	0	0.04	0	0.14	0	0
AIF1L	12.66	12.29	11.17	9.79	10.64	10.42	9.22	8.1
AIFM1	48.21	53.09	47.64	47.33	51.05	53.74	52.29	36.89
AIFM2	9.49	10.26	9.13	8.86	8.43	8.29	5.96	4.81
AIFM3	23.21	23.38	26.47	25.55	17.82	19.27	14.53	11.28
AIG1	27.58	28.93	28.29	24.19	27.58	29.17	21.93	15
AIM2	0	0	0	0	0	0	0	0
AIMP1	40.79	46.67	42.52	46.63	36.66	38.82	28.94	19.89
AIMP2	65.78	66.79	63.58	61.43	54.34	58.44	34.69	28.51
AIP	53.11	46.66	50.72	46.67	55.58	54.95	53.6	38.94
AIPL1	0	0	0.02	0	0.04	0.03	0	0
AIRE	0.05	0.04	0.04	0.1	0.07	0.05	0.01	0.04
AJAP1	0	0.3	0.04	0	0.02	0.05	0.01	0.01
AJUBA	30.33	33.92	27.06	26.8	25.06	24.49	17.25	14.53
AK1	38.18	41.41	46.18	51.41	56.18	52.8	50.87	41.08
AK2	155.5	160.29	149.13	146.4	152.15	143.06	126.25	92.14
AK3	18.86	20.2	19.48	19.45	20.58	22.89	25.98	21.21
AK4	11.9	12.16	11.17	13.22	10.18	13.57	10.66	10.04
AK5	0.15	0.1	0.19	0.1	0.18	0.42	0.37	0.53
AK6	34.3	35.33	32.62	31.65	30.68	34.48	28.8	21.83
AK7	0.94	0.81	0.44	0.55	0.72	0.62	1.49	0.73
AK8	0.39	0.22	0.73	0.48	0.76	0.48	1.4	0.88
AK9	2.44	2.22	2.66	2.99	3.48	2.74	2.72	2.21
AKAIN1	0	0	0	0	0	0.13	0	0
AKAP1	55.41	53.66	53.39	51.56	52.75	52.96	59.46	45.98
AKAP10	11.53	12.6	10.32	11.63	12.41	10.87	12.17	8.9
AKAP11	4.82	4.97	3.83	3.67	4.01	4.07	4.45	3.37
AKAP12	12.4	12.25	9.6	8.68	20.43	19.73	43.82	31.18
AKAP13	16.79	16.44	17.25	15.51	16.56	17.21	23.88	20.21
AKAP14	0	0	0.17	0.11	0.06	0	0.2	0.21
AKAP17A	24.16	24.9	24.54	23.6	17.88	18.56	21.74	19.08
AKAP3	2.04	2.45	2.47	2.75	2.72	3.14	2.42	1.73
AKAP4	0	0	0	0	0	0.02	0.02	0
AKAP5	0.38	0.5	0.29	0.31	0.25	0.49	0.44	0.48
AKAP6	2.08	2.51	2.26	1.78	2.37	4.46	3.81	2.64
AKAP7	1.52	1.29	1.32	1.16	1.51	2.07	2.04	1.38
AKAP8	25.72	25.73	24.15	22.3	19.98	20.25	22.42	15.02
AKAP8L	47.57	45.9	48.39	47.2	41.9	39.31	55.96	45.91
AKAP9	37.01	36.05	30.89	29.97	31.88	28.79	44.13	35.54
AKIP1	20.33	18.33	17.68	18.2	19.84	19.62	18.49	11.62
AKIRIN1	43.85	44.33	42.69	41.45	53.44	61.45	60.27	44.21
AKIRIN2	22.2	23.21	21.34	22.9	27.11	27.2	32.23	28.83
AKNA	8.67	8.6	7.28	7.22	3.74	4.08	0.91	0.7
AKNAD1	0.38	0.86	0.8	0.32	1.06	1.02	2.29	1.6
AKR1A1	62.01	66.24	75.98	75.4	64.24	74.3	49.83	30.64
AKR1B1	0.4	0.43	0.06	0.14	0.11	0.2	0.07	0.4
AKR1B10	0.06	0	0	0.04	0	0	0	0
AKR1B15	0.1	0.05	0.12	0.04	0.12	0.12	0.11	0.09
AKR1C1	1.3	2.97	1.98	1.86	3.71	3.84	4.67	4.59
AKR1C2	2.2	2.88	1.6	2.42	3.08	1.54	3.61	2.49
AKR1C3	9.55	8.85	11.7	11.58	21.14	18.56	38.39	26.19
AKR1C4	1.89	1.24	1.31	1.85	1.01	1.77	0.85	0.72
AKR1C8P	0	0	0	0	0	0	0	0.03
AKR1D1	0	0	0	0.01	0	0	0	0
AKR1E2	3.85	4.95	3.45	4.61	2.85	3.89	4.3	2.02
AKR7A2	30.55	30.13	27.17	27.01	31.01	31.42	23.48	17.99
AKR7A3	0.29	0.44	0.24	0.32	0.43	0.2	0.54	0.19
AKT1	74.29	72.25	73.51	67.25	75.47	72.99	73.35	49.77
AKT1S1	26.6	25.82	26.46	24.7	25.66	21.7	20.16	17.71
AKT2	116.22	110.7	123.6	111.38	121.8	113.15	117.56	94.63
AKT3	22.32	23.48	22.71	23.5	21.15	21.7	15.16	13.32
AKTIP	13.07	14.56	11.36	12.78	13.11	13.32	14.3	10.26
ALAD	4.65	4.43	4.77	4.38	5.78	5.25	6.93	6.45
ALAS1	28.32	28.79	28.96	27.21	36.74	34.96	32.52	24.65
ALAS2	0.06	0	0.15	0.03	0	0.07	0.17	0
ALB	1.51	2.35	2.11	2.31	2.66	1.9	1.06	1.86
ALCAM	3.04	3.19	3.29	3.5	6.5	5.84	13.26	9.96
ALDH16A1	17.41	18.48	21.84	19.25	18.67	18.83	21.48	20.37
ALDH18A1	53.83	54.71	51.85	53.3	58.36	60.49	50.08	37.66
ALDH1A1	0.41	0.45	0.64	0.78	4.05	4.35	10.14	6.67
ALDH1A2	1.94	2.15	2.95	0.88	1.38	1.39	4.96	3.78
ALDH1A3	53.9	45.04	41.7	37.6	57.53	62.17	84.03	58.73
ALDH1B1	20.07	20.91	18.61	18.32	18.45	20.39	19.46	16.14
ALDH1L1	2.14	2.12	2.25	2	3.29	2.37	3.92	2.84
ALDH1L2	25.33	25.28	23.29	20.41	17.33	16.72	8.95	7.26
ALDH2	79.49	71.58	72.62	68.87	69.84	73.11	41.97	29.63
ALDH3A1	0.43	0.41	0.74	0.31	0.68	0.21	0.58	0.23
ALDH3A2	23.94	27.68	27.64	25.74	27.57	26.19	29.85	22.38
ALDH3B1	3.28	2.38	3.84	3.39	2.74	2.65	2.13	1.81
ALDH3B2	0	0	0	0	0	0	0	0
ALDH4A1	8.25	9.13	8.15	6.81	11.47	11	8.97	7.62
ALDH5A1	9.23	8.15	8.15	7.2	9.71	10.16	9.16	7.34
ALDH6A1	8.33	9.73	8.01	7.54	11.36	10.76	12.21	10.16
ALDH7A1	48.93	49.43	46.67	42.81	55.72	58.2	73.13	53.51
ALDH8A1	0.35	0.22	0.2	0.31	0.38	0.13	0.13	0.19
ALDH9A1	14.84	14.12	14.75	15.13	19.67	17.94	17.87	13.62
ALDOA	439.05	444.28	450.7	440.5	472.33	475.28	386.49	277.65
ALDOB	0	0.12	0.02	0.04	0.08	0.05	0.02	0.02
ALDOC	4.25	5.03	4.76	3.99	6.88	6.47	6.24	3.5
ALG1	15.26	11.25	11.28	11.65	13.8	11.94	10.35	7.22
ALG10	9.36	9.06	9.39	8.47	9.59	8.11	8.05	5.87
ALG10B	5.17	5.75	4.24	5.6	4.89	6.34	6.74	3.91
ALG11	6.46	6.03	6.03	6.02	6.03	6.33	5.82	4.02
ALG12	7.72	9.52	7.09	5.93	7.44	8.98	4.11	4.56
ALG13	30.68	28.39	31.89	30.49	26.93	28.55	27.05	26.14
ALG14	3.29	2.82	4.77	4.43	2.9	3.08	1.28	1.32
ALG1L	0.59	0.6	0.23	0.53	1.16	0.53	1.19	0.7
ALG1L2	0.28	0.05	0.1	0.17	0.11	0.21	0.32	0.13
ALG2	16.08	15.65	15.04	16.64	16.51	16.25	12.93	8.48
ALG3	27.54	29.62	26.9	26.33	26.49	26.43	19.96	17.08
ALG5	20.72	21.36	20.35	22.3	21.57	21.72	14.04	11.7
ALG6	6.33	7.38	5.44	6.34	6.7	6.61	6.27	4.76
ALG8	29.72	30.3	26.56	26.21	29.59	28.84	27.42	21.18
ALG9	29.31	28.75	26.74	28.43	32.01	30.41	23.94	21.33
ALK	0.21	0.26	0.23	0.25	0.47	0.46	1.36	1
ALKAL1	0	0	0	0	0	0	0	0
ALKAL2	1	0.36	0.58	0.42	0.48	0.3	0.52	0.18
ALKBH1	8.61	8.7	7.12	7.16	7.16	8.08	5.52	5.54
ALKBH2	39.42	41.42	31.98	33.25	32.34	32.44	29.5	21.35
ALKBH3	37.55	40.6	38.49	43.56	40.68	32.6	21.38	18.37
ALKBH4	13.68	11.39	12.94	12.82	14.11	14.01	15.09	9.78
ALKBH5	51.12	50.07	47.14	48.71	43.48	45.74	33.4	26.5
ALKBH6	20.05	16.31	19.5	18.97	17.94	18.84	23.83	20.15
ALKBH7	16.37	17.09	15.83	14.82	15.97	17.83	13.29	10.73
ALKBH8	11.11	10.54	8.33	9.24	8.81	7.99	5.06	3.85
ALLC	0.32	0.07	0.03	0.19	0	0.09	0.08	0.04
ALMS1	9.23	9.6	7.75	7.16	8.64	7.45	7.72	6.17
ALOX12	0.43	0.5	0.53	0.37	0.4	0.31	0.46	0.25
ALOX12B	0.71	0.81	1.08	2.02	0.96	0.77	0.15	0.8
ALOX15	0.11	0	0	0.02	0.02	0	0.11	0.13
ALOX15B	0.04	0.02	0.02	0.02	0.07	0	0.09	0.05
ALOX5	0.09	0.02	0	0.13	0.06	0.05	0	0.12
ALOX5AP	3.33	3.48	2.9	2.75	4.42	4.1	1.54	0.81
ALOXE3	1.21	0.89	1.13	0.66	0.86	0.79	0.38	0.13
ALPI	0.32	0.36	0.49	0.46	0.63	0.69	0.66	0.45
ALPK1	1.16	1.82	1.19	1.16	1.51	2.41	2.92	1.73
ALPK2	1.14	1.03	1.27	1.03	0.86	1.11	1.28	0.83
ALPK3	0.07	0.09	0.16	0.16	0.07	0.07	0.08	0.07
ALPL	0.03	0	0	0	0.07	0.04	0.04	0.1
ALPP	3.84	3.93	5.39	5.07	5.23	6.67	1.74	1.53
ALS2	6.83	7.47	5.77	6.42	8.36	10.01	10.21	9.22
ALS2CL	11.37	10.4	12.75	12	9.39	7.9	8.97	6.51
ALX1	0	0	0	0	0.04	0	0	0
ALX3	0.05	0	0	0	0	0	0.04	0
ALX4	0.11	0.13	0.17	0.12	0.06	0.09	0.14	0.09
ALYREF	125.96	125.71	111.98	108.57	113.02	111.36	85.41	58.65
AMACR	5.31	5.59	6.09	5.77	6.31	7.24	5.26	4.36
AMBN	0.62	0.53	0.77	0.77	5.18	5.67	10.82	8.86
AMBP	0.07	0.15	0.07	0	0.04	0.09	0.08	0.09
AMBRA1	11.55	12.3	10.97	11.55	13.72	12.8	17.39	10.42
AMD1	46.96	47.39	47.19	49.24	53.05	55.42	45.63	32.62
AMDHD1	1.4	0.88	0.91	1.03	0.87	0.47	0.81	0.36
AMDHD2	7.04	7.33	8.27	7.75	7.33	6.87	11.36	6.56
AMELX	0	0	0	0	0	0.09	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	5.5	5.66	5.33	4.91	5.98	5.04	5.28	3.91
AMER2	0	0	0.01	0.01	0	0.01	0	0.01
AMER3	0.1	0	0	0.01	0.02	0.02	0.01	0
AMFR	25.55	27.55	23.12	26.89	34.35	36.17	33.44	28.53
AMH	7.2	8.79	3.86	4.94	2.4	1.93	1.41	1.77
AMHR2	0	0.06	0	0	0	0	0.02	0
AMIGO1	1.71	1.68	1.55	1.4	1.4	1.46	1.06	1.13
AMIGO2	1.05	1.01	1.27	1.36	1.95	2.05	2.06	1.58
AMIGO3	0.14	0.12	0	0.3	0.44	0.18	0	0
AMMECR1	12.87	13.3	12.52	14.36	13.09	13.75	10.43	7.22
AMMECR1L	9.88	9.92	8.97	9	8.72	9.27	6.63	5.72
AMN	6.56	6.63	6.86	6.03	6.15	5.46	2.97	3.11
AMN1	9.34	8.67	6.61	8.79	11	10.04	16.77	14.03
AMOT	13.81	14.5	11.87	11.76	13.93	13.28	12.78	11.05
AMOTL1	0.02	0.03	0.08	0.01	0.1	0.15	0.25	0.17
AMOTL2	10.94	10.98	7.93	7.62	7.84	8.61	6.7	4.92
AMPD1	0	0	0	0.04	0	0	0.03	0
AMPD2	24.3	22.03	22.32	21.2	17.1	21.33	25.4	17.53
AMPD3	2.29	4	4.07	2.61	3.52	3.15	3.89	3.71
AMPH	0	0	0	0	0.03	0	0	0
AMT	1.15	2.09	1.37	1.15	1.49	1	2.8	2.19
AMTN	0.05	0	0	0	0.43	0.52	0.79	0.42
AMY1A	0	0	0	0.03	0	0	0	0.13
AMY1B	0	0	0	0.03	0	0	0	0.13
AMY1C	0	0	0	0	0.03	0	0.17	0.16
AMY2A	0	0	0	0.07	0	0	0	0
AMY2B	0.11	0.23	0.08	0.22	0.21	0.15	0.4	0.2
AMZ1	0.35	0.38	0.19	0.45	0.68	0.36	0.51	0.23
AMZ2	58.23	61.39	65.34	62.59	68.32	68.82	51.31	37.64
ANAPC1	47.57	51.04	42.87	47.48	45.99	43.69	28.12	22.31
ANAPC10	13.59	13.68	13.26	14.42	13.11	15.78	9.62	8.02
ANAPC11	93.96	96.12	91.04	87.22	92.57	94.62	65.95	40.8
ANAPC13	15.28	15.68	17.27	18.79	19.98	21.18	19.83	16.14
ANAPC15	35.99	34	37.43	36.22	39.76	37.85	38.96	30.25
ANAPC16	65.66	70.87	73.35	76.47	65.37	74.08	37.73	27.08
ANAPC2	16.88	15.8	15.32	14.8	14.11	11.42	13.5	11.92
ANAPC4	15.28	13.82	13.09	13.71	11	12.2	11.67	11.01
ANAPC5	98.14	94.34	85.25	86.28	87.56	92.16	93.14	64.79
ANAPC7	54.82	55.92	45.64	49.74	48.11	49.68	43.83	35.07
ANG	0.38	0.38	0.29	0.61	0.48	0.63	0.39	0.53
ANGEL1	10.86	11.94	10.63	10.98	10.45	10.43	9.81	8.77
ANGEL2	21.84	21.28	18.35	21	19.47	19.88	21.11	18.31
ANGPT1	0.13	0.03	0.06	0.1	0.32	0.23	0.36	0.39
ANGPT2	0.1	0.18	0.1	0.1	0.16	0.05	0.18	0.09
ANGPT4	0	0	0.03	0.01	0.02	0.01	0.01	0.02
ANGPTL1	0.04	0.06	0.04	0.01	0	0.14	0.12	0.05
ANGPTL2	0.04	0.02	0.07	0.03	0.06	0.09	0.08	0.07
ANGPTL3	0.39	0.11	0.11	0.14	0.13	0.08	0.11	0.13
ANGPTL4	0.27	0.21	0.11	0.08	0.1	0.11	0.06	0.11
ANGPTL5	0.02	0	0	0	0.02	0.05	0	0
ANGPTL6	0.4	0.42	0.42	0.42	0.22	0.26	0.63	0.55
ANGPTL7	0.3	0.06	0.06	0.12	0.02	0.05	0.09	0.12
ANGPTL8	0.13	0.28	0.23	0.08	0.26	0.38	0	0
ANHX	0	0	0	0	0.01	0.03	0	0
ANK1	0.07	0.23	0.05	0.07	0.09	0.23	0.15	0.29
ANK2	5.14	6.73	4.48	5.1	5.75	6.89	3.96	2.73
ANK3	4.96	7.1	5.78	5.4	7.65	7.4	10.59	8.03
ANKAR	1.6	1.29	1.77	1.23	1.94	1.85	1.59	1.77
ANKDD1A	0.76	0.73	1.39	0.71	1.09	1.2	1.1	0.67
ANKDD1B	0.05	0.05	0.05	0.02	0.03	0	0.06	0.09
ANKEF1	12.39	11.37	10.29	10.35	12.14	12.79	11.04	8.05
ANKFN1	0.15	0.22	0.24	0.11	0.25	0.1	0.01	0.08
ANKFY1	9.85	10.69	11.18	9.33	8.12	9.18	8.35	5.55
ANKH	37.37	37.97	34.33	31.5	37.47	34.94	32.94	22.26
ANKHD1	28.84	31.02	29.72	27.79	27.72	30.31	27.36	22.08
ANKHD1-EIF4EBP3	1.35	1.36	1.43	0.91	0.82	0.38	1.51	1.46
ANKIB1	50.01	46.99	49.75	49.93	55.28	52.71	65.43	47.15
ANKK1	0	0	0	0	0.13	0.02	0	0
ANKLE1	0.36	0.28	0.36	0.29	0.65	0.36	0.75	0.2
ANKLE2	64.4	63.96	52.89	50.55	54.83	48.59	57.04	39.1
ANKMY1	15.05	15.55	12.64	12.94	10.82	8.6	9.41	9.55
ANKMY2	7.81	8.56	7.43	8.17	9.6	10.18	13.26	10.18
ANKRA2	9.1	9.06	7.74	8.7	9.64	9.66	8.48	7.56
ANKRD1	1.7	1.36	1.24	0.94	1.17	1.37	1.82	1.76
ANKRD10	38.69	36.42	39.92	30.42	29.2	31.9	43.35	35.29
ANKRD11	22.03	23	18.16	14.56	14.53	12.18	11.41	9.42
ANKRD12	18.28	16.41	18.93	18.02	19.59	19.27	21.67	20.6
ANKRD13A	17.4	18.36	17.09	18.5	18.36	18.89	20.01	15.24
ANKRD13B	18.94	16.72	16.31	13.83	9.78	13.33	12.71	10.51
ANKRD13C	5.41	6.11	5.02	4.58	6.47	5.99	6.87	5.03
ANKRD13D	25.34	22.24	24.52	21.46	17.55	19.13	25.01	17.07
ANKRD16	4.77	4.73	4.33	3.93	3.57	4.06	4.03	3.02
ANKRD17	24.95	25.44	22.76	22.67	22.58	21.86	25.84	20.54
ANKRD18A	2.1	3.05	2.26	1.27	1.96	2.11	2.49	3.06
ANKRD18B	0.65	0.13	0.11	0.34	0.37	0.26	0.32	0.04
ANKRD2	0	0.07	0	0.02	0	0.06	0.05	0
ANKRD20A1	1.44	1.23	0.81	1.35	0.9	1.07	1.28	1.58
ANKRD22	0.03	0.06	0.08	0.11	0.89	0.96	4.84	3.42
ANKRD23	5.55	6.76	6.32	6.05	4.61	4.16	5.58	5.02
ANKRD24	0.42	0.62	0.41	0.69	0.56	0.37	0.78	0.42
ANKRD26	6.43	5.86	6.81	6.19	6.17	6.73	6.41	5.34
ANKRD27	15.97	15.53	17.02	16.2	14.84	16.69	17.26	11.94
ANKRD28	23.94	23.26	25.4	22.17	22.71	22.58	22.9	15.92
ANKRD29	2.45	3.02	3.41	2.8	3.41	3.82	4.24	2.87
ANKRD30A	0.15	0.02	0.05	0.05	0.16	0.06	0.11	0.19
ANKRD30B	0	0.05	0.01	0.02	0.2	0.11	0.39	0.13
ANKRD30BL	0	0	0.04	0	0.04	0	0	0
ANKRD31	0.38	0.27	0.4	0.39	0.31	0.35	0.18	0.16
ANKRD33	0	0	0	0	0.01	0.05	0	0.02
ANKRD33B	0.02	0.03	0.08	0.02	0.06	0.05	0.07	0.04
ANKRD34A	0.61	0.54	0.43	0.47	0.74	0.49	0.6	0.67
ANKRD34B	0.72	0.71	0.59	0.68	1.04	0.91	1	0.95
ANKRD34C	0	0.02	0.03	0.01	0.01	0.03	0.01	0
ANKRD35	0.03	0	0	0.01	0.03	0.02	0.16	0.08
ANKRD36	20.37	18.53	16.48	15.82	15.18	14.66	17.51	12.83
ANKRD36B	8.3	9.02	9.43	7.72	5.46	6.84	9.48	8.4
ANKRD36C	20.07	19.34	15.88	15.7	12.08	12.81	19.57	15.49
ANKRD37	1.87	2.3	2.44	1.16	1.93	2.03	1.52	1.1
ANKRD39	9.85	9.09	9.48	8.94	9.23	8.91	10.25	7.46
ANKRD40	18.25	18.83	15.9	16.37	14.98	16.14	14.2	11.13
ANKRD42	2.6	2.88	3.18	3.07	4.28	4.4	5.8	5.13
ANKRD44	0.76	0.51	0.7	0.75	0.9	0.93	0.65	1.63
ANKRD45	0.03	0	0.03	0	0	0.08	0.03	0
ANKRD46	10.56	10.79	9.3	8.74	9.83	8.58	7.13	4.54
ANKRD49	14.04	17.83	18.97	18.34	15.63	16.21	18.26	14.1
ANKRD50	2.94	3.79	3.46	3.13	3.99	4.42	5.59	4.06
ANKRD52	6.67	5.93	5.13	4.53	5.98	5.33	8.84	7.1
ANKRD53	0.33	0.13	0.43	0.35	0.4	0.49	0.21	0.26
ANKRD54	12.01	10.57	11.86	11.1	12.74	12.73	12.34	8.03
ANKRD55	0	0	0.03	0	0	0.12	0.14	0.16
ANKRD6	0.48	0.43	0.39	0.45	0.37	1.16	0.53	0.42
ANKRD60	0	0	0	0	0	0.06	0	0
ANKRD61	1.48	1.24	1.06	0.77	0.65	0.87	1.13	0.7
ANKRD62	0.02	0	0.03	0.04	0	0.02	0.04	0.02
ANKRD63	0	0	0	0	0	0	0	0
ANKRD65	1.99	2.35	2.12	1.61	1.51	1.51	1.56	1.12
ANKRD66	0	0	0	0	0	0.02	0	0
ANKRD7	0	0	0	0	0	0.05	0	0.14
ANKRD9	4.14	4.37	3.12	3.35	3.37	3.16	3.63	3.49
ANKS1A	6.84	6.21	5.76	5.44	6.96	6.59	7.1	5.64
ANKS1B	0.02	0.2	0.2	0.13	0.25	0.12	0.16	0.13
ANKS3	11.05	10.4	11.4	10.08	7.92	8.45	10.32	6.14
ANKS4B	1.54	1.43	1.89	1.9	2.87	3.02	3.9	3
ANKS6	11.34	12.3	11.8	11.11	10.3	12.84	11.24	7.14
ANKUB1	0.28	0.4	0.24	0.13	0.1	0.08	0.12	0.06
ANKZF1	24.04	25.35	22.97	23.73	21.12	22.35	29.37	24.02
ANLN	67.24	65.38	61.19	63.85	63.25	67.15	91.14	71.69
ANO1	21.84	21.46	17.16	17.77	17.08	19.44	14.11	15.79
ANO10	4.86	3.9	5.46	5.36	6.27	5.51	8.34	5.04
ANO2	0.53	0.33	0.41	0.37	0.38	0.23	0.17	0.22
ANO3	0.01	0	0.01	0.01	0.03	0.04	0.03	0.02
ANO4	1.18	1.55	0.98	0.55	0.87	1.03	2.26	0.84
ANO5	0	0.07	0	0	0	0.02	0.01	0.03
ANO6	11.17	11.13	9.07	9.61	10.13	10.28	10.45	7.84
ANO7	1.82	1.94	1.45	1.41	1.56	1.09	1.03	0.86
ANO8	3.57	2.93	3.58	2.5	2.68	2.92	3.35	3.44
ANO9	23.05	21.73	20.94	18.48	13.54	13.95	20.5	14.36
ANOS1	0.04	0.04	0.06	0.01	0.07	0.04	0	0.04
ANP32A	248.45	242.86	246.47	232.41	250.81	235.88	223.04	156
ANP32B	29.69	29.77	36.77	27.57	26.56	24.29	20.46	20.7
ANP32D	0.34	0.38	0.5	0.54	0.53	0.39	0.46	0.69
ANP32E	38.79	36.39	41.47	40.01	41.25	36.95	43.33	30.3
ANPEP	0.37	1.02	1.14	0.84	1.39	0.52	0.39	0.56
ANTXR1	1.4	1.05	1.22	1.21	2.21	1.65	2.63	2.01
ANTXR2	0.96	0.67	1.09	0.51	1.94	2.64	6.7	4.32
ANTXRL	0	0	0.1	0	0	0	0	0.03
ANXA1	55.61	54.42	55.29	59.67	100.19	102.21	222.36	162.9
ANXA10	0	0	0	0.04	0.06	0	0.06	0.15
ANXA11	101.87	104.42	97.81	99.15	121.14	109.75	135.73	116.55
ANXA13	0.32	0.55	0.68	0.51	1.57	1.26	1.23	0.73
ANXA2	311.66	317.2	301.55	300.61	381.43	373.92	366.83	272.96
